,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,4,-2,2,-2,2,-4,0,4,0,2,-2,2,-2,0,-4
3,0,0,-2,6,-2,-2,4,-4,0,0,-2,6,-2,-2,4,-4
4,0,2,-2,0,0,2,-2,0,0,2,2,4,-4,-2,-2,0
5,0,2,2,-4,0,10,-6,-4,0,2,-10,0,4,-2,2,4
6,0,-2,-4,-6,-2,-4,2,0,0,-2,0,-2,-6,-8,2,0
7,0,2,0,2,-2,8,6,0,-4,6,0,-6,-2,0,-6,-4
8,0,0,2,6,0,0,-2,-6,-2,2,4,-12,2,6,-4,4
9,0,-4,6,-2,0,-4,-6,-6,6,-2,0,-4,2,-6,-8,-4
10,0,4,0,0,-2,-6,2,2,2,2,-2,2,4,-4,-4,0
11,0,4,4,4,6,2,-2,-2,-2,-2,-2,2,0,-8,-4,0
12,0,2,0,-2,0,2,4,10,-2,4,-2,-8,-2,4,-6,-4
13,0,6,0,2,0,-2,4,-10,-2,0,-2,4,-2,8,-6,0
14,0,-2,-2,0,-2,4,0,2,-2,0,4,2,-4,6,-2,-4
15,0,-2,-2,8,6,4,0,2,2,4,8,-2,8,-6,2,0
16,0,2,-2,0,0,-2,-6,-8,0,-2,-2,-4,0,2,10,-20
17,0,2,-2,0,4,2,-2,-4,4,2,2,0,-8,-6,2,4
18,0,-2,0,-2,2,-4,-2,-8,4,6,4,6,-2,4,-6,0
19,0,-6,0,2,-2,4,2,0,4,-6,4,2,-6,4,-2,0
20,0,4,-4,0,0,0,0,0,-4,-4,4,4,0,4,-4,0
21,0,4,0,-4,-4,4,-8,-8,0,0,-4,4,8,4,0,4
22,0,0,6,6,2,-2,4,0,4,0,6,2,2,2,0,0
23,0,4,-6,-2,6,-2,-4,4,4,-4,-6,2,-2,2,0,4
24,0,6,0,2,4,-10,-4,2,2,0,-2,0,2,4,-2,-4
25,0,2,4,-6,0,-2,4,-2,6,8,6,4,10,0,2,-4
26,0,2,2,-8,-2,4,0,2,-2,0,4,2,0,-2,-2,0
27,0,2,6,-4,-6,0,0,2,6,8,0,-2,-4,-6,-2,0
28,0,0,-2,2,4,0,-6,2,-2,6,-4,0,2,-2,0,0
29,0,4,-2,6,-8,0,-2,2,10,-2,-8,-8,2,2,0,4
30,0,-4,-8,0,-2,-2,-2,2,-2,2,-2,6,4,4,4,0
31,0,-4,8,-8,2,-6,-6,-2,-2,2,-2,-2,-8,0,0,-4
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,-4,-2,2,-2,2,-4,8,-4,0,-6,6,2,-2,-16,-12
35,0,0,-2,-2,6,-2,-4,4,0,0,-2,-2,-2,6,4,-4
36,0,-2,6,4,0,6,-2,4,4,-6,-2,4,0,14,2,0
37,0,6,2,0,0,6,2,0,-4,-6,2,-8,0,-2,6,-4
38,0,2,4,-2,-2,0,2,-4,4,-2,-4,-2,6,0,-2,0
39,0,-10,0,-2,6,4,6,-4,0,6,-12,2,2,0,6,-4
40,0,4,-2,-2,0,4,-6,2,2,-6,4,0,6,-2,-4,0
41,0,0,2,6,0,0,6,2,2,-2,-8,0,-2,-6,0,0
42,0,0,-4,-8,6,6,6,-6,6,2,-2,-2,-8,4,-4,4
43,0,8,0,4,6,-2,-6,6,2,6,-2,6,-4,0,4,4
44,0,2,4,-6,0,-6,0,6,-2,-4,2,-4,-2,4,6,0
45,0,-2,-4,-2,0,-2,-8,2,-2,0,-6,-8,-2,0,-2,4
46,0,6,2,-4,6,4,4,-2,-10,-8,0,-2,4,-2,2,0
47,0,6,-6,-4,6,-4,4,-2,2,4,4,-6,0,2,-2,-4
48,0,2,-2,0,-4,-6,-2,-4,4,2,2,0,0,2,2,4
49,0,2,-2,0,0,-2,2,0,0,-2,-2,-4,0,2,2,4
50,0,6,0,-2,-2,8,2,4,0,10,0,2,-2,4,2,0
51,0,-6,0,10,2,0,-2,-4,0,6,0,-10,2,4,-2,0
52,0,0,-12,4,-4,0,4,-8,-4,0,-4,0,-4,-4,0,0
53,0,-8,0,0,8,-4,4,0,0,-4,-4,0,4,4,-4,4
54,0,4,-2,-6,-2,-2,8,0,4,-4,-2,-2,6,2,-4,0
55,0,-8,-6,-6,-6,6,0,4,12,0,2,-2,2,2,4,-4
56,0,2,4,-6,0,-2,4,-2,-6,4,-6,0,6,4,-2,0
57,0,-2,8,2,-4,6,-4,-6,-2,-4,2,4,-2,0,2,0
58,0,6,-10,0,2,4,0,-2,6,-4,0,2,4,-2,-2,-4
59,0,-2,-6,-4,-10,0,-8,-2,-10,4,4,-2,0,2,-2,4
60,0,-8,-6,-2,0,-4,2,2,-6,2,4,0,10,-2,4,4
61,0,4,2,2,4,4,-2,2,-2,10,0,0,2,2,4,0
62,0,-4,4,-4,2,2,-2,2,2,-2,-2,-2,4,-4,0,4
63,0,-4,-4,-4,14,6,-6,-2,2,-2,6,-2,0,0,-4,0
